SpecName,accGenus,accSpecies,PalmTribe,PalmSubfamily,NativeRegion,CommonNamesFR,CommonNamesSP,CommonNamesEN,Photos,PhotoReferences,Climbing,Acaulescent,Erect,StemSolitary,StemArmed,LeavesArmed,MaxStemHeight_m,MaxStemDia_cm,UnderstoreyCanopy,MaxLeafNumber,Max_Blade_Length_m,Max_Rachis_Length_m,Max_Petiole_length_m,AverageFruitLength_cm,MinFruitLength_cm,MaxFruitLength_cm,AverageFruitWidth_cm,MinFruitWidth_cm,MaxFruitWidth_cm,FruitSizeCategorical,FruitShape,FruitColorDescription,MainFruitColors,"Conspicuousness
"
Masoala kona,Masoala,kona,Areceae,Arecoideae,MDG,Pas de nom commun,Sin nombre común,No Common Name,https://inaturalist-open-data.s3.amazonaws.com/photos/2544615/large.JPG; https://upload.wikimedia.org/wikipedia/commons/2/28/Masoala_kona_imported_from_iNaturalist_photo_2544616_on_17_November_2023.jpg; https://upload.wikimedia.org/wikipedia/commons/8/80/Masoala_kona_imported_from_iNaturalist_photo_2544615_on_17_November_2023.jpg,"no rights reserved, uploaded by Romer Rabarijaona",false,false,true,true,false,false,9,35,canopy,17,4.82,4.52,0.33,3.25,2.5,4,1.3,1.2,1.4,small,globose,,,"
"
Masoala madagascariensis,Masoala,madagascariensis,Areceae,Arecoideae,MDG,Pas de nom commun,Sin nombre común,No Common Name,https://inaturalist-open-data.s3.amazonaws.com/photos/2281747/large.JPG; https://upload.wikimedia.org/wikipedia/commons/9/9c/Masoala_madagascariensis_2720687.jpg; https://upload.wikimedia.org/wikipedia/commons/b/b5/Masoala_madagascariensis_2281747.jpg; https://upload.wikimedia.org/wikipedia/commons/e/ef/Masoala_madagascariensis_imported_from_iNaturalist_photo_2703551_on_17_November_2023.jpg,"no rights reserved, uploaded by Romer Rabarijaona",false,false,true,true,false,false,10,35,canopy,31,4.7,3.9,0.92,2.45,2.4,2.5,1.85,1.8,1.9,small,ovoid,yellowish brown,brown,"cryptic
"
Mauritia carana,Mauritia,carana,Lepidocaryeae,Calamoideae,"BZN, CLM, PER, VEN",Pas de nom commun,"Canangucha de Sabana,Canangucha Falsa Cananguche Falso,Caraná",No Common Name,https://inaturalist-open-data.s3.amazonaws.com/photos/65110168/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/65110169/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/65110170/large.jpg; https://upload.wikimedia.org/wikipedia/commons/4/4d/Mauritia_carana_en_la_avenida_Miguel_Grau-Iquitos.jpg; https://upload.wikimedia.org/wikipedia/commons/5/56/Brazil%2C_the_Amazons_and_the_coast_%281879%29_%2814596696428%29.jpg; https://upload.wikimedia.org/wikipedia/commons/7/72/Mauritia_carana.jpg; https://upload.wikimedia.org/wikipedia/commons/7/7c/Brazil%2C_the_Amazons_and_the_coast_%281879%29_%2814596687059%29.jpg; https://upload.wikimedia.org/wikipedia/commons/d/d9/Mauritia_carana_en_Iquitos.jpg,"(c) Scott Zona, some rights reserved (CC BY-NC) Internet Archive Book Images, no known copyright restrictions (public domain) (c) Peje suizo, some rights reserved (CC BY-SA)",false,false,true,false,false,true,15,30,canopy,12,2,0.6,1.45,5.75,,,5.75,4.5,7,large,ovoid,reddish brown,brown,"cryptic
"
Mauritia flexuosa,Mauritia,flexuosa,Lepidocaryeae,Calamoideae,"BOL, BZC, BZE, BZL, BZN, CLM, ECU, FRG, GUY, PER, SUR, TRT, VEN","baché,Palmier bâche","aguaje,bororo canangucho",Muriti,https://inaturalist-open-data.s3.amazonaws.com/photos/10980936/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/25352775/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/46161987/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/53755217/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/54264643/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/8263767/large.jpeg; https://static.inaturalist.org/photos/360828992/large.jpg; https://static.inaturalist.org/photos/360829060/large.jpg; https://upload.wikimedia.org/wikipedia/commons/0/01/Mauritia.jpg; https://upload.wikimedia.org/wikipedia/commons/0/05/Laguna_de_Canaima_%282004%29_08.jpg; https://upload.wikimedia.org/wikipedia/commons/1/10/Bosque_dos_Buritis.png; https://upload.wikimedia.org/wikipedia/commons/1/10/Buritis_em_Veredas_%282%29.jpg; https://upload.wikimedia.org/wikipedia/commons/1/11/Jer%C3%B4nimo_Jos%C3%A9_Telles_J%C3%BAnior_-_Os_buritis_do_Parnamirim.jpg; https://upload.wikimedia.org/wikipedia/commons/1/16/Techo_de_palma_de_Moriche.jpg; https://upload.wikimedia.org/wikipedia/commons/1/1b/Butiti_na_janela.JPG; https://upload.wikimedia.org/wikipedia/commons/1/1e/Detalhe_do_Tronco_Buriti_02.JPG; https://upload.wikimedia.org/wikipedia/commons/1/1f/Nidifica%C3%A7%C3%A3o_em_Vereda.jpg; https://upload.wikimedia.org/wikipedia/commons/2/23/Mauritia_flexuosa_%2819861732855%29.jpg; https://upload.wikimedia.org/wikipedia/commons/2/25/Flores_fechadas_Buriti_02.JPG; https://upload.wikimedia.org/wikipedia/commons/2/2b/Moriches_Jovenes.JPG; https://upload.wikimedia.org/wikipedia/commons/2/2e/Buritis_em_Veredas.jpg; https://upload.wikimedia.org/wikipedia/commons/2/2f/Un_Moriche_en_Puente_Hierro.jpg; https://upload.wikimedia.org/wikipedia/commons/3/36/MHNT_ETH_2010_24_101_Panier_tarirana.jpg; https://upload.wikimedia.org/wikipedia/commons/4/48/Centre_peche_Gerard_Maihot_001.jpg; https://upload.wikimedia.org/wikipedia/commons/6/63/PSM_V60_D411_Mirity_palm_of_the_amazons_mauritia_flexuosa.png; https://upload.wikimedia.org/wikipedia/commons/6/64/Caixa_contendo_doce_de_buriti.jpg; https://upload.wikimedia.org/wikipedia/commons/6/69/Esta%C3%A7%C3%A3o_Ecol%C3%B3gica_Municipal_Veredas_de_Taquarussu_Erick_Caldas_Xavier_%281%29.jpg; https://upload.wikimedia.org/wikipedia/commons/6/6b/Pra%C3%A7a_do_briti.JPG; https://upload.wikimedia.org/wikipedia/commons/7/71/Distribution_of_Mauritia_flexuosa.png; https://upload.wikimedia.org/wikipedia/commons/7/73/Gran_Sabana_%282004%29_05.jpg; https://upload.wikimedia.org/wikipedia/commons/7/74/Moriche_Palm_%28Mauritia_flexuosa%29_fruits_%2840136103811%29.jpg; https://upload.wikimedia.org/wikipedia/commons/7/78/Historia_naturalis_palmarum_%28Tab._Z._XI%29_BHL281636.jpg; https://upload.wikimedia.org/wikipedia/commons/8/81/BURITI_cachos_flores_masculinas_Paulo_Robson_de_Souza_%2822%29.jpg; https://upload.wikimedia.org/wikipedia/commons/a/a3/Esta%C3%A7%C3%A3o_Ecol%C3%B3gica_Municipal_Veredas_de_Taquarussu_Erick_Caldas_Xavier_%285%29.jpg; https://upload.wikimedia.org/wikipedia/commons/a/a3/Tronco_Buriti.JPG; https://upload.wikimedia.org/wikipedia/commons/a/a5/Gran_Sabana_%282004%29_07.jpg; https://upload.wikimedia.org/wikipedia/commons/a/a5/R%C3%ADo_Amana_cerca_de_Puente_Hierro_04.jpg; https://upload.wikimedia.org/wikipedia/commons/a/a8/Detalhe_do_Tronco_Buriti.JPG; https://upload.wikimedia.org/wikipedia/commons/a/ab/Panier_%C3%A0_couvercle_Warabahu_MHNT_ETH_2010_24_102.jpg; https://upload.wikimedia.org/wikipedia/commons/b/b1/Flores_de_Buriti.JPG; https://upload.wikimedia.org/wikipedia/commons/b/b2/Fruto_de_aguaje_%28Mauritia_flexuosa%29.jpg; https://upload.wikimedia.org/wikipedia/commons/b/b3/Esta%C3%A7%C3%A3o_Ecol%C3%B3gica_Municipal_Veredas_de_Taquarussu_Erick_Caldas_Xavier_%283%29.jpg; https://upload.wikimedia.org/wikipedia/commons/b/b9/MorichePalmDryLeaf.jpg; https://upload.wikimedia.org/wikipedia/commons/b/bb/Flickr_-_Jo%C3%A3o_de_Deus_Medeiros_-_Mauritia_flexuosa.jpg; https://upload.wikimedia.org/wikipedia/commons/b/be/%28Mauritia_vinifera%29%2C_da_Cole%C3%A7%C3%A3o_Brasiliana_Iconogr%C3%A1fica.jpg; https://upload.wikimedia.org/wikipedia/commons/c/c6/Buriti_Paulo_R_Souza_Baixa_resol.jpg; https://upload.wikimedia.org/wikipedia/commons/c/c7/Buriti.jpg; https://upload.wikimedia.org/wikipedia/commons/c/ce/Gran_Sabana_%282004%29_06.jpg; https://upload.wikimedia.org/wikipedia/commons/d/d0/Moriche_Palms_%28Mauritia_flexuosa%29_on_Comt%C3%A9_River_..._%2825055479137%29.jpg; https://upload.wikimedia.org/wikipedia/commons/d/d5/ARARINHA_BURITI.jpg; https://upload.wikimedia.org/wikipedia/commons/d/d9/Flores_fechadas_Buriti.JPG; https://upload.wikimedia.org/wikipedia/commons/f/f0/Buriti.JPG; https://upload.wikimedia.org/wikipedia/commons/f/f0/Lagos_inundados_no_Pantanal.jpg; https://upload.wikimedia.org/wikipedia/commons/f/fe/Laguna_de_Canaima_%282004%29_07.jpg; https://upload.wikimedia.org/wikipedia/commons/f/ff/Buritizal.jpg,"(c) Paul Donahue, some rights reserved (CC BY-NC), uploaded by Paul Donahue (c) Vinícius Rodrigues de Souza, all rights reserved, uploaded by Vinícius Rodrigues de Souza (c) Vinícius Rodrigues de Souza, all rights reserved, uploaded by Vinícius Rodrigues de Souza (c) Geison Mesquita, some rights reserved (CC BY-NC), uploaded by Geison Mesquita (c) Carlos Ruiz, some rights reserved (CC BY), uploaded by Carlos Ruiz (c) Ricardo da Silva Ribeiro, some rights reserved (CC BY-NC), uploaded by Ricardo da Silva Ribeiro (c) Pete Woodall, some rights reserved (CC BY-NC), uploaded by Pete Woodall (c) David Foster, some rights reserved (CC BY-NC-ND), uploaded by David Foster",false,false,true,true,false,true,35,175,canopy,20,2.5,3,2.75,7,4,6,5,,,large,globose,orange-reddish to brown-reddish,orange; brown,"conspicuous
"
Mauritiella aculeata,Mauritiella,aculeata,Lepidocaryeae,Calamoideae,"BZN, CLM, VEN",Pas de nom commun,"caraña,CaranaÍ moriche,morichito Morichito",buritirana,https://inaturalist-open-data.s3.amazonaws.com/photos/1542912/large.jpg; https://upload.wikimedia.org/wikipedia/commons/1/17/Mauritiella_aculeata%2C_Fata_Morgana_Greenhouse.jpg; https://upload.wikimedia.org/wikipedia/commons/2/24/Mauritiella_aculeata%2C_Fata_Morgana_Greenhouse_2.jpg; https://upload.wikimedia.org/wikipedia/commons/7/77/CALAMOIDEAE-Fruits_de_Mauritiella_%26_Mauritia.jpg,"(c) Packa, some rights reserved (CC BY-SA)",false,false,true,false,true,false,8,10,canopy,9,1.5,1.5,2.1,4.5,,,3.75,3,4.5,large,ovoid,reddish brown,brown,"cryptic
"
Mauritiella armata,Mauritiella,armata,Lepidocaryeae,Calamoideae,"BOL, BZC, BZE, BZL, BZN, CLM, ECU, GUY, PER, SUR, VEN",Pas de nom commun,Sin nombre común,No Common Name,https://static.inaturalist.org/photos/2721771/large.JPG; https://upload.wikimedia.org/wikipedia/commons/1/11/Mauritiella_armata_%2819854315082%29.jpg; https://upload.wikimedia.org/wikipedia/commons/1/1a/Mauritiella_armata_-_M%C3%A1rcia_Martins_-_386066603.jpeg; https://upload.wikimedia.org/wikipedia/commons/5/5a/Mauritia_armata%2C_da_Cole%C3%A7%C3%A3o_Brasiliana_Iconogr%C3%A1fica.jpg; https://upload.wikimedia.org/wikipedia/commons/a/a7/Flickr_-_Jo%C3%A3o_de_Deus_Medeiros_-_Mauritiella_armata.jpg; https://upload.wikimedia.org/wikipedia/commons/c/c0/Mauritiella_armata_%28Scott_Zona%29_001.jpg; https://upload.wikimedia.org/wikipedia/commons/d/d2/Mauritiella_armata_%28Scott_Zona%29_002.jpg,"(c) Rodolph Delfino Sartin, all rights reserved, uploaded by Rodolph Delfino Sartin",false,false,true,false,true,false,25,30,canopy,10,1.5,1,3.25,3,2.5,3.5,2.5,2,3,small,globose,reddish brown,brown,"cryptic
"
Mauritiella macroclada,Mauritiella,macroclada,Lepidocaryeae,Calamoideae,"CLM, ECU",Pas de nom commun,"Mirasol,Quitasol",No Common Name,https://static.inaturalist.org/photos/434916768/large.jpeg; https://static.inaturalist.org/photos/434916831/large.jpeg,"(c) Zaki Jamil, all rights reserved, uploaded by Zaki Jamil (c) Zaki Jamil, all rights reserved, uploaded by Zaki Jamil",false,false,true,false,true,false,10,15,canopy,12,1.25,1.5,2.85,2.25,2,2.5,1.9,1.8,2,small,globose,reddish brown,brown,"cryptic
"
Mauritiella pumila,Mauritiella,pumila,Lepidocaryeae,Calamoideae,"CLM, VEN",Pas de nom commun,Sin nombre común,No Common Name,NoImages,NoReferences,false,false,true,false,true,false,,,,,,,,,,,,,,,,,,"
"
Maxburretia furtadoana,Maxburretia,furtadoana,Trachycarpeae,Coryphoideae,THA,Pas de nom commun,Sin nombre común,No Common Name,https://upload.wikimedia.org/wikipedia/commons/5/52/Maxburretia_furtadoana_in_habit_-_Paul_Craft.jpg; https://upload.wikimedia.org/wikipedia/commons/7/79/Maxburretia_furtadoana_in_habit_-Paul_Craft.jpg; https://upload.wikimedia.org/wikipedia/commons/b/b8/Maxburretia_furtadoana_aspect_dans_son_habitat_-_Paul_Craft.jpg; https://upload.wikimedia.org/wikipedia/commons/f/fe/Maxburretia_furtadoana_stipe_%28P_Craft%29.jpg,NoReferences,false,false,true,false,false,false,3,5,understorey,12,0.75,0.75,0.75,0.95,0.9,1,0.6,0.5,0.7,small,globose,yellowish brown; yellow-orange when soft ripe; agering black,yellow; orange; black,"conspicuous
"
Maxburretia gracilis,Maxburretia,gracilis,Trachycarpeae,Coryphoideae,"MLY, THA",Pas de nom commun,Sin nombre común,No Common Name,https://inaturalist-open-data.s3.amazonaws.com/photos/444696483/large.jpeg,"(c) tomreynolds, some rights reserved (CC BY-NC)",false,false,true,false,false,false,7,8,canopy,,0.85,,0.5,1,,,0.5,,,small,globose,brown,brown,"cryptic
"
Maxburretia rupicola,Maxburretia,rupicola,Trachycarpeae,Coryphoideae,MLY,Pas de nom commun,Sin nombre común,No Common Name,NoImages,NoReferences,false,false,true,false,false,false,1.5,20,understorey,60,1.25,,0.8,,,,,,,,ovoid,,,"
"
Medemia argun,Medemia,argun,Borasseae,Coryphoideae,"EGY, SUD",Pas de nom commun,Sin nombre común,No Common Name,https://inaturalist-open-data.s3.amazonaws.com/photos/454014630/large.jpg; https://upload.wikimedia.org/wikipedia/commons/0/0a/Medemia_argun_%28aspect_couronne%29_-_JB_de_Nong-Nooch.jpg; https://upload.wikimedia.org/wikipedia/commons/9/92/Medemia_argun_%28aspect_g%C3%A9n%C3%A9ral%29_-_Jardin_de_Nong-Nooch.jpg; https://upload.wikimedia.org/wikipedia/commons/e/ea/Medemia_argun_%28bas_du_stipe%29_-_Jardin_de_Nong-Nooch.jpg; https://upload.wikimedia.org/wikipedia/commons/f/f5/Medemia_argun_%28fruits_immatures%29_-_Jardin_de_Nong-Nooch.jpg,"(c) Tobias Spanner, some rights reserved (CC BY-NC), uploaded by Tobias Spanner",false,false,true,true,false,false,10,40,canopy,50,1.9,,,4.5,3,6,3,2,4,large,ovoid,brownish-violet,purple,"cryptic
"
Metroxylon amicarum,Metroxylon,amicarum,Calameae,Calamoideae,CRL,Pas de nom commun,Sin nombre común,Caroline Ivory Nut,https://inaturalist-open-data.s3.amazonaws.com/photos/68007073/large.jpg; https://upload.wikimedia.org/wikipedia/commons/1/18/Metroxylon_amicarum_%28Herbarium_V-036-00192688%29.jpg; https://upload.wikimedia.org/wikipedia/commons/3/37/Metroxylon_amicarum_flowers_%28Herbarium_AK378056%29.jpeg; https://upload.wikimedia.org/wikipedia/commons/4/48/Metroxylon_amicarum_%28Herbarium_205219%29.jpg; https://upload.wikimedia.org/wikipedia/commons/8/85/Metroxylon_amicarum_-_Keanae_Arboretum%2C_Maui%2C_Hawaii_by_Forest_and_Kim_Starr.jpg; https://upload.wikimedia.org/wikipedia/commons/a/ab/Metroxylon_amicarum_leaf_%28Herbarium_205219%29.jpg,"(c) Forest and Kim Starr, some rights reserved (CC BY)",false,false,true,false,false,true,33,150,canopy,,9,,,12.5,10,15,12.5,10,15,large,,brown; scaly,brown,"cryptic
"
Metroxylon paulcoxii,Metroxylon,paulcoxii,Calameae,Calamoideae,SAM,Pas de nom commun,Sin nombre común,No Common Name,NoImages,NoReferences,false,false,true,true,false,true,,,,,,,,6.75,6.5,7,5.7,5.4,6,large,globose,green to golden-yellow brown,green; brown,"cryptic
"
Metroxylon sagu,Metroxylon,sagu,Calameae,Calamoideae,"MOL, NWG",sagoutier,palma sagú,sago palm,https://inaturalist-open-data.s3.amazonaws.com/photos/177990316/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/21653883/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/228925002/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/285122278/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/61368970/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/81599815/large.jpeg; https://upload.wikimedia.org/wikipedia/commons/0/02/Stamp_of_Indonesia_-_2005_-_Colnect_385123_-_Indonesian_Folktales_-_Balan_-_Sagu.jpeg; https://upload.wikimedia.org/wikipedia/commons/0/04/Asan_Foun_freshwater_lagoon%2C_Tilomar%2C_Covalima%2C_Timor-Leste_May_2005%2C_%28the_palm_is_Sago_Palm_Metroxylon_sagu%2C_reedbeds%2C_and_probably_an_undescribed_Casuarina_sp_in_background%29.jpg; https://upload.wikimedia.org/wikipedia/commons/0/0c/Small_Sago.jpg; https://upload.wikimedia.org/wikipedia/commons/2/27/Metrox_sagu_071124_1512_stbu.jpg; https://upload.wikimedia.org/wikipedia/commons/2/2b/1989.05-086-27atp_Sago_palm%28Metroxylon_sagu%29%28if%28div_stages%29%2Cit_i-s%29_Waipirit%28W.Seram%2CMaluku%29%2CID_sat13may1989.jpg; https://upload.wikimedia.org/wikipedia/commons/2/2d/Tokok_Sagu.jpg; https://upload.wikimedia.org/wikipedia/commons/2/2e/Memotong_sagu_Kering.jpg; https://upload.wikimedia.org/wikipedia/commons/2/2f/Jepa_Saluan.jpg; https://upload.wikimedia.org/wikipedia/commons/3/39/Stamp_of_Indonesia_-_2013_-_Colnect_666587_-_Largetooth_Sawfish_Pristis_microdon_Sago_Palm_Metroxylon.jpeg; https://upload.wikimedia.org/wikipedia/commons/3/3f/PIC._20180527-papeda.jpg; https://upload.wikimedia.org/wikipedia/commons/4/4c/Sinole.jpg; https://upload.wikimedia.org/wikipedia/commons/4/4d/RAMAS_SAGU.jpg; https://upload.wikimedia.org/wikipedia/commons/4/4f/Sagu_Sorong.jpg; https://upload.wikimedia.org/wikipedia/commons/5/5b/Naturalis_Biodiversity_Center_-_L.2096976_-_Latour%2C_A.J._-_Metroxylon_sagu_Rottb%C3%B8ll_-_Artwork.jpeg; https://upload.wikimedia.org/wikipedia/commons/6/60/Lokki%2C_Huamual_Belakang%2C_West_Seram_Bagian_Regency%2C_Maluku%2C_Indonesia_-_panoramio_%283%29.jpg; https://upload.wikimedia.org/wikipedia/commons/6/68/Metroxylon_sagu.jpg; https://upload.wikimedia.org/wikipedia/commons/6/68/Papeda%2C_Kuah_Kuning%2C_Ikan_Tude_Bakar_1.jpg; https://upload.wikimedia.org/wikipedia/commons/6/69/COLLECTIE_TROPENMUSEUM_Bereiding_van_sago_in_%27s_Lands_Plantentuin_te_Buitenzorg_West-Java_TMnr_10011233.jpg; https://upload.wikimedia.org/wikipedia/commons/6/6e/Metroxylon_sagu%2C_the_Sago_Palm.jpg; https://upload.wikimedia.org/wikipedia/commons/7/75/Metrox_sagu_071124_1516_stbu.jpg; https://upload.wikimedia.org/wikipedia/commons/8/83/Anton_en_Piet_onder_sagopalm._%28Tourtonne%29_%28titel_op_object%29%2C_NG-1994-65-1-6-2.jpg; https://upload.wikimedia.org/wikipedia/commons/8/89/Stamp_of_Indonesia_-_2013_-_Colnect_666585_-_Sago_Palm_Metroxylon_sagu.jpeg; https://upload.wikimedia.org/wikipedia/commons/8/8b/Stamps_of_Indonesia%2C_020-05.jpg; https://upload.wikimedia.org/wikipedia/commons/9/92/Pasar_Terapung_Lok_Baintan_%286%29.jpg; https://upload.wikimedia.org/wikipedia/commons/9/99/Metroxylon_sagu_%28sago%29_seedlings.jpg; https://upload.wikimedia.org/wikipedia/commons/9/9f/Berangkat_Sekolah.jpg; https://upload.wikimedia.org/wikipedia/commons/a/a8/Stamps_of_Indonesia%2C_017-05.jpg; https://upload.wikimedia.org/wikipedia/commons/a/af/Sago_palms%2C_Kami_Memperkenalkan_Maluku_dan_Irian_Barat%2C_p36.jpg; https://upload.wikimedia.org/wikipedia/commons/b/b1/Rumbia_thatch_UN_071121-1327_stbu.jpg; https://upload.wikimedia.org/wikipedia/commons/b/b1/Stamps_of_Indonesia%2C_018-05.jpg; https://upload.wikimedia.org/wikipedia/commons/b/b2/Dried_sago_pearls.jpg; https://upload.wikimedia.org/wikipedia/commons/b/b5/Tabel_Mando.jpg; https://upload.wikimedia.org/wikipedia/commons/b/bb/Sago_%28Metroxylon_sagu%29_in_New_Guinea.jpg; https://upload.wikimedia.org/wikipedia/commons/c/c7/Construction_d%E2%80%99habitations_19-d.lau-F0535.D0436.jpg; https://upload.wikimedia.org/wikipedia/commons/c/ce/Metrox_sagu_071124-1508_stbu.jpg; https://upload.wikimedia.org/wikipedia/commons/c/cf/Ad_of_Zephaniah_Kingsley_Sr.jpg; https://upload.wikimedia.org/wikipedia/commons/d/d2/Metroxylon_sagu%2C_Sago_Preparation.jpg; https://upload.wikimedia.org/wikipedia/commons/d/d3/Stamp_of_Indonesia_-_2013_-_Colnect_684539_-_Largetooth_Sawfish_Pristis_microdon_Sago_Palm_Metroxylon.jpeg; https://upload.wikimedia.org/wikipedia/commons/d/d5/Stamp_of_Indonesia_-_2005_-_Colnect_385122_-_Indonesian_Folktales_-_Balan_-_Sagu.jpeg; https://upload.wikimedia.org/wikipedia/commons/d/d9/Stamps_of_Indonesia%2C_016-05.jpg; https://upload.wikimedia.org/wikipedia/commons/d/dc/Carrying_sago_flour%2C_Kami_Memperkenalkan_Maluku_dan_Irian_Barat%2C_p38.jpg; https://upload.wikimedia.org/wikipedia/commons/e/e6/Meyers_b11_s0988a.jpg; https://upload.wikimedia.org/wikipedia/commons/e/e8/Stamp_of_Indonesia_-_2005_-_Colnect_385121_-_Indonesian_Folktales_-_Balan_-_Sagu.jpeg; https://upload.wikimedia.org/wikipedia/commons/e/eb/Acros_aure_080627_0097_smlu.jpg; https://upload.wikimedia.org/wikipedia/commons/e/eb/Big_sago_pearls.jpg; https://upload.wikimedia.org/wikipedia/commons/f/f1/Rumbia_thatch_UP_071121_1330_stbu.jpg; https://upload.wikimedia.org/wikipedia/commons/f/f7/Woman_cleaning_sago%2C_Kami_Memperkenalkan_Maluku_dan_Irian_Barat%2C_p39.jpg; https://upload.wikimedia.org/wikipedia/commons/f/fe/CALAMOIDEAE-fruit_de_Metroxylon_sagu.jpg; https://upload.wikimedia.org/wikipedia/commons/f/fe/Rumbia_buah_%28M_sago%29.JPG,"(c) Jonathan M, some rights reserved (CC BY-NC), uploaded by Jonathan M (c) Yanuar Ishaq Dc, some rights reserved (CC BY-NC-SA), uploaded by Yanuar Ishaq Dc (c) marcel-silvius, some rights reserved (CC BY-NC) (c) teresap, some rights reserved (CC BY-NC), uploaded by teresap (c) Rafidah Abdul Rahman, some rights reserved (CC BY-NC), uploaded by Rafidah Abdul Rahman (c) Russell Cumming, some rights reserved (CC BY-NC), uploaded by Russell Cumming",false,false,true,false,false,true,20,60,canopy,15,10.25,10,,10,7,13,10,8,12,large,globose,green to brownish,green,"cryptic
"
Metroxylon salomonense,Metroxylon,salomonense,Calameae,Calamoideae,"BIS, NWG, SCZ, SOL, VAN",Pas de nom commun,Sin nombre común,"hebe-nut palm,ivory-nut palm Solomon's sago palm",https://static.inaturalist.org/photos/2072630/large.jpg; https://upload.wikimedia.org/wikipedia/commons/d/d0/Yoshitoshi_The_Mysterious_Sago_Palm.jpg,"(c) travelling_botanist, all rights reserved",false,false,true,true,false,true,20,55,canopy,,11,,0.33,9,4,12,6.5,3.5,9,large,globose,green,green,"cryptic
"
Metroxylon upoluense,Metroxylon,upoluense,Calameae,Calamoideae,SAM,Pas de nom commun,Sin nombre común,No Common Name,https://static.inaturalist.org/photos/232485571/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/232477642/large.jpeg,"(c) Martinsnz, all rights reserved, uploaded by Martinsnz (c) John P, some rights reserved (CC BY-NC), uploaded by John P",false,false,true,,false,true,,,,,,,,,,,,,,,ovoid,greenish-brown,brown,"cryptic
"
Metroxylon vitiense,Metroxylon,vitiense,Calameae,Calamoideae,"FIJ, WAL",Pas de nom commun,Sin nombre común,Fiji Sago Palm,https://inaturalist-open-data.s3.amazonaws.com/photos/152135811/large.jpeg; https://upload.wikimedia.org/wikipedia/commons/0/0a/Flickr_-_brewbooks_-_Metroxylon_vitiense.jpg; https://upload.wikimedia.org/wikipedia/commons/1/17/Metroxylon_vitiense_ex_Seem.jpg; https://upload.wikimedia.org/wikipedia/commons/4/40/Metroxylon_vitiense.jpg,"(c) Kelly Thomas Brown, some rights reserved (CC BY), uploaded by Kelly Thomas Brown",false,false,true,true,false,true,16,50,canopy,,5,4.5,0.55,7,,,5,,,large,ovoid,yellow-brown scales,brown,"cryptic
"
Metroxylon warburgii,Metroxylon,warburgii,Calameae,Calamoideae,"SAM, SCZ, VAN",Pas de nom commun,Sin nombre común,No Common Name,https://inaturalist-open-data.s3.amazonaws.com/photos/211071081/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/211071124/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/211071161/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/211071194/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/309904865/large.jpeg; https://upload.wikimedia.org/wikipedia/commons/8/8b/Rumbia-fruit-763034.jpg; https://upload.wikimedia.org/wikipedia/commons/9/9b/Rumbia-fruit-763035.jpg,"(c) J.R. Kuethe, some rights reserved (CC BY-NC), uploaded by J.R. Kuethe (c) Dominik Maximilián Ramík, some rights reserved (CC BY), uploaded by Dominik Maximilián Ramík (c) Dominik Maximilián Ramík, some rights reserved (CC BY), uploaded by Dominik Maximilián Ramík (c) Dominik Maximilián Ramík, some rights reserved (CC BY), uploaded by Dominik Maximilián Ramík (c) Dominik Maximilián Ramík, some rights reserved (CC BY), uploaded by Dominik Maximilián Ramík",false,false,true,true,false,true,12,43,canopy,,3,,,9.5,7,12,7.5,6,9,large,,red-brown scales,brown,"cryptic
"
Myrialepis paradoxa,Myrialepis,paradoxa,Calameae,Calamoideae,"ASS, CBD, LAO, MLY, MYA, SUM, THA, VIE",Pas de nom commun,Sin nombre común,No Common Name,https://inaturalist-open-data.s3.amazonaws.com/photos/2136632/large.jpg; https://upload.wikimedia.org/wikipedia/commons/7/74/Rotan_kertong_%28Myrialepis_paradoxa%29.jpg; https://upload.wikimedia.org/wikipedia/commons/7/7d/Rotan_kertong_%28Myrialepis_paradoxa%29_1.jpg; https://upload.wikimedia.org/wikipedia/commons/a/a5/Myrialepis_paradoxa.jpg,"(c) Omegorge, some rights reserved (CC BY-SA)",true,false,false,false,false,true,45,7,canopy,,5,4.8,0.22,2.5,,,3,,,small,globose,greenish,green,"cryptic
"
